feature_index,block_type,meta,meaning
1085,species_block,"{'type': 'species_block', 'species': 'Co'}",Co__mean__atomic_number_norm
1086,species_block,"{'type': 'species_block', 'species': 'Co'}",Co__mean__atomic_radius_norm
1087,species_block,"{'type': 'species_block', 'species': 'Co'}",Co__mean__electron_affinity_norm
1088,species_block,"{'type': 'species_block', 'species': 'Co'}",Co__std__magmom
1089,species_block,"{'type': 'species_block', 'species': 'Co'}",Co__std__OFM_component_0
1090,species_block,"{'type': 'species_block', 'species': 'Co'}",Co__std__OFM_component_1
1091,species_block,"{'type': 'species_block', 'species': 'Co'}",Co__std__OFM_component_2
1092,species_block,"{'type': 'species_block', 'species': 'Co'}",Co__std__OFM_component_3
1093,species_block,"{'type': 'species_block', 'species': 'Co'}",Co__std__OFM_component_4
1094,species_block,"{'type': 'species_block', 'species': 'Co'}",Co__std__OFM_component_5
1095,species_block,"{'type': 'species_block', 'species': 'Co'}",Co__std__OFM_component_6
1096,species_block,"{'type': 'species_block', 'species': 'Co'}",Co__std__OFM_component_7
1097,species_block,"{'type': 'species_block', 'species': 'Co'}",Co__std__OFM_component_8
1098,species_block,"{'type': 'species_block', 'species': 'Co'}",Co__std__OFM_component_9
1099,species_block,"{'type': 'species_block', 'species': 'Co'}",Co__std__OFM_component_10
1100,species_block,"{'type': 'species_block', 'species': 'Co'}",Co__std__OFM_component_11
1101,species_block,"{'type': 'species_block', 'species': 'Co'}",Co__std__OFM_component_12
1102,species_block,"{'type': 'species_block', 'species': 'Co'}",Co__std__OFM_component_13
1103,species_block,"{'type': 'species_block', 'species': 'Co'}",Co__std__OFM_component_14
1104,species_block,"{'type': 'species_block', 'species': 'Co'}",Co__std__OFM_component_15
1105,species_block,"{'type': 'species_block', 'species': 'Co'}",Co__std__OFM_component_16
1106,species_block,"{'type': 'species_block', 'species': 'Co'}",Co__std__OFM_component_17
1107,species_block,"{'type': 'species_block', 'species': 'Co'}",Co__std__OFM_component_18
1108,species_block,"{'type': 'species_block', 'species': 'Co'}",Co__std__OFM_component_19
1109,species_block,"{'type': 'species_block', 'species': 'Co'}",Co__std__OFM_component_20
1110,species_block,"{'type': 'species_block', 'species': 'Co'}",Co__std__OFM_component_21
1111,species_block,"{'type': 'species_block', 'species': 'Co'}",Co__std__OFM_component_22
1112,species_block,"{'type': 'species_block', 'species': 'Co'}",Co__std__OFM_component_23
1113,species_block,"{'type': 'species_block', 'species': 'Co'}",Co__std__OFM_component_24
1114,species_block,"{'type': 'species_block', 'species': 'Co'}",Co__std__OFM_component_25
1115,species_block,"{'type': 'species_block', 'species': 'Co'}",Co__std__OFM_component_26
1116,species_block,"{'type': 'species_block', 'species': 'Co'}",Co__std__OFM_component_27
1117,species_block,"{'type': 'species_block', 'species': 'Co'}",Co__std__OFM_component_28
1118,species_block,"{'type': 'species_block', 'species': 'Co'}",Co__std__OFM_component_29
1119,species_block,"{'type': 'species_block', 'species': 'Co'}",Co__std__OFM_component_30
1120,species_block,"{'type': 'species_block', 'species': 'Co'}",Co__std__OFM_component_31
1121,species_block,"{'type': 'species_block', 'species': 'Co'}",Co__std__atomic_mass_norm
1122,species_block,"{'type': 'species_block', 'species': 'Co'}",Co__std__atomic_number_norm
1123,species_block,"{'type': 'species_block', 'species': 'Co'}",Co__std__atomic_radius_norm
1124,species_block,"{'type': 'species_block', 'species': 'Co'}",Co__std__electron_affinity_norm
1125,species_block,"{'type': 'species_block', 'species': 'Cr'}",Cr__count
1126,species_block,"{'type': 'species_block', 'species': 'Cr'}",Cr__mean__magmom
1127,species_block,"{'type': 'species_block', 'species': 'Cr'}",Cr__mean__OFM_component_0
1128,species_block,"{'type': 'species_block', 'species': 'Cr'}",Cr__mean__OFM_component_1
1129,species_block,"{'type': 'species_block', 'species': 'Cr'}",Cr__mean__OFM_component_2
1130,species_block,"{'type': 'species_block', 'species': 'Cr'}",Cr__mean__OFM_component_3
1131,species_block,"{'type': 'species_block', 'species': 'Cr'}",Cr__mean__OFM_component_4
1132,species_block,"{'type': 'species_block', 'species': 'Cr'}",Cr__mean__OFM_component_5
1133,species_block,"{'type': 'species_block', 'species': 'Cr'}",Cr__mean__OFM_component_6
1134,species_block,"{'type': 'species_block', 'species': 'Cr'}",Cr__mean__OFM_component_7
1135,species_block,"{'type': 'species_block', 'species': 'Cr'}",Cr__mean__OFM_component_8
1136,species_block,"{'type': 'species_block', 'species': 'Cr'}",Cr__mean__OFM_component_9
1137,species_block,"{'type': 'species_block', 'species': 'Cr'}",Cr__mean__OFM_component_10
1138,species_block,"{'type': 'species_block', 'species': 'Cr'}",Cr__mean__OFM_component_11
1139,species_block,"{'type': 'species_block', 'species': 'Cr'}",Cr__mean__OFM_component_12
1140,species_block,"{'type': 'species_block', 'species': 'Cr'}",Cr__mean__OFM_component_13
1141,species_block,"{'type': 'species_block', 'species': 'Cr'}",Cr__mean__OFM_component_14
1142,species_block,"{'type': 'species_block', 'species': 'Cr'}",Cr__mean__OFM_component_15
1143,species_block,"{'type': 'species_block', 'species': 'Cr'}",Cr__mean__OFM_component_16
1144,species_block,"{'type': 'species_block', 'species': 'Cr'}",Cr__mean__OFM_component_17
1145,species_block,"{'type': 'species_block', 'species': 'Cr'}",Cr__mean__OFM_component_18
1146,species_block,"{'type': 'species_block', 'species': 'Cr'}",Cr__mean__OFM_component_19
1147,species_block,"{'type': 'species_block', 'species': 'Cr'}",Cr__mean__OFM_component_20
1148,species_block,"{'type': 'species_block', 'species': 'Cr'}",Cr__mean__OFM_component_21
1149,species_block,"{'type': 'species_block', 'species': 'Cr'}",Cr__mean__OFM_component_22
1150,species_block,"{'type': 'species_block', 'species': 'Cr'}",Cr__mean__OFM_component_23
1151,species_block,"{'type': 'species_block', 'species': 'Cr'}",Cr__mean__OFM_component_24
1152,species_block,"{'type': 'species_block', 'species': 'Cr'}",Cr__mean__OFM_component_25
1153,species_block,"{'type': 'species_block', 'species': 'Cr'}",Cr__mean__OFM_component_26
1154,species_block,"{'type': 'species_block', 'species': 'Cr'}",Cr__mean__OFM_component_27
1155,species_block,"{'type': 'species_block', 'species': 'Cr'}",Cr__mean__OFM_component_28
1156,species_block,"{'type': 'species_block', 'species': 'Cr'}",Cr__mean__OFM_component_29
1157,species_block,"{'type': 'species_block', 'species': 'Cr'}",Cr__mean__OFM_component_30
1158,species_block,"{'type': 'species_block', 'species': 'Cr'}",Cr__mean__OFM_component_31
1159,species_block,"{'type': 'species_block', 'species': 'Cr'}",Cr__mean__atomic_mass_norm
1160,species_block,"{'type': 'species_block', 'species': 'Cr'}",Cr__mean__atomic_number_norm
1161,species_block,"{'type': 'species_block', 'species': 'Cr'}",Cr__mean__atomic_radius_norm
1162,species_block,"{'type': 'species_block', 'species': 'Cr'}",Cr__mean__electron_affinity_norm
1163,species_block,"{'type': 'species_block', 'species': 'Cr'}",Cr__std__magmom
1164,species_block,"{'type': 'species_block', 'species': 'Cr'}",Cr__std__OFM_component_0
1165,species_block,"{'type': 'species_block', 'species': 'Cr'}",Cr__std__OFM_component_1
1166,species_block,"{'type': 'species_block', 'species': 'Cr'}",Cr__std__OFM_component_2
1167,species_block,"{'type': 'species_block', 'species': 'Cr'}",Cr__std__OFM_component_3
1168,species_block,"{'type': 'species_block', 'species': 'Cr'}",Cr__std__OFM_component_4
1169,species_block,"{'type': 'species_block', 'species': 'Cr'}",Cr__std__OFM_component_5
1170,species_block,"{'type': 'species_block', 'species': 'Cr'}",Cr__std__OFM_component_6
1171,species_block,"{'type': 'species_block', 'species': 'Cr'}",Cr__std__OFM_component_7
1172,species_block,"{'type': 'species_block', 'species': 'Cr'}",Cr__std__OFM_component_8
1173,species_block,"{'type': 'species_block', 'species': 'Cr'}",Cr__std__OFM_component_9
1174,species_block,"{'type': 'species_block', 'species': 'Cr'}",Cr__std__OFM_component_10
1175,species_block,"{'type': 'species_block', 'species': 'Cr'}",Cr__std__OFM_component_11
1176,species_block,"{'type': 'species_block', 'species': 'Cr'}",Cr__std__OFM_component_12
1177,species_block,"{'type': 'species_block', 'species': 'Cr'}",Cr__std__OFM_component_13
1178,species_block,"{'type': 'species_block', 'species': 'Cr'}",Cr__std__OFM_component_14
1179,species_block,"{'type': 'species_block', 'species': 'Cr'}",Cr__std__OFM_component_15
1180,species_block,"{'type': 'species_block', 'species': 'Cr'}",Cr__std__OFM_component_16
1181,species_block,"{'type': 'species_block', 'species': 'Cr'}",Cr__std__OFM_component_17
1182,species_block,"{'type': 'species_block', 'species': 'Cr'}",Cr__std__OFM_component_18
1183,species_block,"{'type': 'species_block', 'species': 'Cr'}",Cr__std__OFM_component_19
1184,species_block,"{'type': 'species_block', 'species': 'Cr'}",Cr__std__OFM_component_20
1185,species_block,"{'type': 'species_block', 'species': 'Cr'}",Cr__std__OFM_component_21
1186,species_block,"{'type': 'species_block', 'species': 'Cr'}",Cr__std__OFM_component_22
1187,species_block,"{'type': 'species_block', 'species': 'Cr'}",Cr__std__OFM_component_23
1188,species_block,"{'type': 'species_block', 'species': 'Cr'}",Cr__std__OFM_component_24
1189,species_block,"{'type': 'species_block', 'species': 'Cr'}",Cr__std__OFM_component_25
1190,species_block,"{'type': 'species_block', 'species': 'Cr'}",Cr__std__OFM_component_26
1191,species_block,"{'type': 'species_block', 'species': 'Cr'}",Cr__std__OFM_component_27
1192,species_block,"{'type': 'species_block', 'species': 'Cr'}",Cr__std__OFM_component_28
1193,species_block,"{'type': 'species_block', 'species': 'Cr'}",Cr__std__OFM_component_29
1194,species_block,"{'type': 'species_block', 'species': 'Cr'}",Cr__std__OFM_component_30
1195,species_block,"{'type': 'species_block', 'species': 'Cr'}",Cr__std__OFM_component_31
1196,species_block,"{'type': 'species_block', 'species': 'Cr'}",Cr__std__atomic_mass_norm
1197,species_block,"{'type': 'species_block', 'species': 'Cr'}",Cr__std__atomic_number_norm
1198,species_block,"{'type': 'species_block', 'species': 'Cr'}",Cr__std__atomic_radius_norm
1199,species_block,"{'type': 'species_block', 'species': 'Cr'}",Cr__std__electron_affinity_norm
1200,species_block,"{'type': 'species_block', 'species': 'Cs'}",Cs__count
1201,species_block,"{'type': 'species_block', 'species': 'Cs'}",Cs__mean__magmom
1202,species_block,"{'type': 'species_block', 'species': 'Cs'}",Cs__mean__OFM_component_0
1203,species_block,"{'type': 'species_block', 'species': 'Cs'}",Cs__mean__OFM_component_1
1204,species_block,"{'type': 'species_block', 'species': 'Cs'}",Cs__mean__OFM_component_2
1205,species_block,"{'type': 'species_block', 'species': 'Cs'}",Cs__mean__OFM_component_3
1206,species_block,"{'type': 'species_block', 'species': 'Cs'}",Cs__mean__OFM_component_4
1207,species_block,"{'type': 'species_block', 'species': 'Cs'}",Cs__mean__OFM_component_5
1208,species_block,"{'type': 'species_block', 'species': 'Cs'}",Cs__mean__OFM_component_6
1209,species_block,"{'type': 'species_block', 'species': 'Cs'}",Cs__mean__OFM_component_7
1210,species_block,"{'type': 'species_block', 'species': 'Cs'}",Cs__mean__OFM_component_8
1211,species_block,"{'type': 'species_block', 'species': 'Cs'}",Cs__mean__OFM_component_9
1212,species_block,"{'type': 'species_block', 'species': 'Cs'}",Cs__mean__OFM_component_10
1213,species_block,"{'type': 'species_block', 'species': 'Cs'}",Cs__mean__OFM_component_11
1214,species_block,"{'type': 'species_block', 'species': 'Cs'}",Cs__mean__OFM_component_12
1215,species_block,"{'type': 'species_block', 'species': 'Cs'}",Cs__mean__OFM_component_13
1216,species_block,"{'type': 'species_block', 'species': 'Cs'}",Cs__mean__OFM_component_14
1217,species_block,"{'type': 'species_block', 'species': 'Cs'}",Cs__mean__OFM_component_15
1218,species_block,"{'type': 'species_block', 'species': 'Cs'}",Cs__mean__OFM_component_16
1219,species_block,"{'type': 'species_block', 'species': 'Cs'}",Cs__mean__OFM_component_17
1220,species_block,"{'type': 'species_block', 'species': 'Cs'}",Cs__mean__OFM_component_18
1221,species_block,"{'type': 'species_block', 'species': 'Cs'}",Cs__mean__OFM_component_19
1222,species_block,"{'type': 'species_block', 'species': 'Cs'}",Cs__mean__OFM_component_20
1223,species_block,"{'type': 'species_block', 'species': 'Cs'}",Cs__mean__OFM_component_21
1224,species_block,"{'type': 'species_block', 'species': 'Cs'}",Cs__mean__OFM_component_22
1225,species_block,"{'type': 'species_block', 'species': 'Cs'}",Cs__mean__OFM_component_23
1226,species_block,"{'type': 'species_block', 'species': 'Cs'}",Cs__mean__OFM_component_24
1227,species_block,"{'type': 'species_block', 'species': 'Cs'}",Cs__mean__OFM_component_25
1228,species_block,"{'type': 'species_block', 'species': 'Cs'}",Cs__mean__OFM_component_26
1229,species_block,"{'type': 'species_block', 'species': 'Cs'}",Cs__mean__OFM_component_27
1230,species_block,"{'type': 'species_block', 'species': 'Cs'}",Cs__mean__OFM_component_28
1231,species_block,"{'type': 'species_block', 'species': 'Cs'}",Cs__mean__OFM_component_29
1232,species_block,"{'type': 'species_block', 'species': 'Cs'}",Cs__mean__OFM_component_30
1233,species_block,"{'type': 'species_block', 'species': 'Cs'}",Cs__mean__OFM_component_31
1234,species_block,"{'type': 'species_block', 'species': 'Cs'}",Cs__mean__atomic_mass_norm
1235,species_block,"{'type': 'species_block', 'species': 'Cs'}",Cs__mean__atomic_number_norm
1236,species_block,"{'type': 'species_block', 'species': 'Cs'}",Cs__mean__atomic_radius_norm
1237,species_block,"{'type': 'species_block', 'species': 'Cs'}",Cs__mean__electron_affinity_norm
1238,species_block,"{'type': 'species_block', 'species': 'Cs'}",Cs__std__magmom
1239,species_block,"{'type': 'species_block', 'species': 'Cs'}",Cs__std__OFM_component_0
1240,species_block,"{'type': 'species_block', 'species': 'Cs'}",Cs__std__OFM_component_1
1241,species_block,"{'type': 'species_block', 'species': 'Cs'}",Cs__std__OFM_component_2
1242,species_block,"{'type': 'species_block', 'species': 'Cs'}",Cs__std__OFM_component_3
1243,species_block,"{'type': 'species_block', 'species': 'Cs'}",Cs__std__OFM_component_4
1244,species_block,"{'type': 'species_block', 'species': 'Cs'}",Cs__std__OFM_component_5
1245,species_block,"{'type': 'species_block', 'species': 'Cs'}",Cs__std__OFM_component_6
1246,species_block,"{'type': 'species_block', 'species': 'Cs'}",Cs__std__OFM_component_7
1247,species_block,"{'type': 'species_block', 'species': 'Cs'}",Cs__std__OFM_component_8
1248,species_block,"{'type': 'species_block', 'species': 'Cs'}",Cs__std__OFM_component_9
1249,species_block,"{'type': 'species_block', 'species': 'Cs'}",Cs__std__OFM_component_10
1250,species_block,"{'type': 'species_block', 'species': 'Cs'}",Cs__std__OFM_component_11
1251,species_block,"{'type': 'species_block', 'species': 'Cs'}",Cs__std__OFM_component_12
1252,species_block,"{'type': 'species_block', 'species': 'Cs'}",Cs__std__OFM_component_13
1253,species_block,"{'type': 'species_block', 'species': 'Cs'}",Cs__std__OFM_component_14
1254,species_block,"{'type': 'species_block', 'species': 'Cs'}",Cs__std__OFM_component_15
1255,species_block,"{'type': 'species_block', 'species': 'Cs'}",Cs__std__OFM_component_16
1256,species_block,"{'type': 'species_block', 'species': 'Cs'}",Cs__std__OFM_component_17
1257,species_block,"{'type': 'species_block', 'species': 'Cs'}",Cs__std__OFM_component_18
1258,species_block,"{'type': 'species_block', 'species': 'Cs'}",Cs__std__OFM_component_19
1259,species_block,"{'type': 'species_block', 'species': 'Cs'}",Cs__std__OFM_component_20
1260,species_block,"{'type': 'species_block', 'species': 'Cs'}",Cs__std__OFM_component_21
